id,origin_code,destination_code,airline_code,flight_number,cabin_class,price,currency,departure_date,days_until_dep,day_of_week,month,week_of_year,is_holiday,is_weekend,seats_available,recorded_at,is_live
0163ec15-1078-4367-bbe7-b1a95d3339ab,DEL,VNS,G8,HIST-000,Economy,6376.00,INR,2025-09-02,14,1,9,36,false,false,50,2025-08-19 00:00:00+00,false
016618de-0f66-41b0-9eba-a8e046f49a96,JAI,LKO,2T,HIST-000,Economy,11512.00,INR,2024-05-21,14,1,5,21,false,false,50,2024-05-07 00:00:00+00,false
0166311f-0068-45a2-8c53-c2fa07db855a,COK,STV,I5,HIST-000,Economy,5521.00,INR,2023-11-16,14,3,11,46,false,false,50,2023-11-02 00:00:00+00,false
016cd1ed-0918-42fe-ba8a-c1df69008af6,PAT,IDR,I5,HIST-000,Economy,4644.00,INR,2025-02-11,14,1,2,7,false,false,50,2025-01-28 00:00:00+00,false
0175ebf1-a050-48b3-9d65-df02848032a1,BOM,CCU,G8,HIST-000,Economy,6998.00,INR,2025-05-01,14,3,5,18,false,false,50,2025-04-17 00:00:00+00,false
017b4d15-d051-4f96-9099-3812bfd5887b,RPR,LKO,AI,HIST-000,Economy,14495.00,INR,2023-06-24,14,5,6,25,false,true,50,2023-06-10 00:00:00+00,false
017ca4b0-902a-4bea-a6d8-44d888404791,MAA,JAI,AI,HIST-000,Economy,15439.00,INR,2025-04-24,14,3,4,17,false,false,50,2025-04-10 00:00:00+00,false
017cfe01-9bde-407d-b405-a5a3346b4608,IDR,AMD,G8,HIST-000,Economy,10742.00,INR,2025-11-27,14,3,11,48,false,false,50,2025-11-13 00:00:00+00,false
018e0cf4-9567-477a-8a1b-d15f1544334b,VNS,AMD,6E,HIST-000,Economy,11756.00,INR,2023-11-12,14,6,11,45,false,true,50,2023-10-29 00:00:00+00,false
018e5a4f-5473-44ef-b8ae-1803a3b11371,COK,BOM,UK,HIST-000,Economy,15629.00,INR,2025-11-09,14,6,11,45,false,true,50,2025-10-26 00:00:00+00,false
0198a63b-1014-4be3-8da3-ee8495c26d93,PNQ,RPR,S5,HIST-000,Economy,9873.00,INR,2024-01-16,14,1,1,3,false,false,50,2024-01-02 00:00:00+00,false
019d5c8f-4c9c-4dda-a4c7-0c988ec5869d,BOM,AMD,QP,HIST-000,Economy,5900.00,INR,2025-01-16,14,3,1,3,false,false,50,2025-01-02 00:00:00+00,false
01bee896-7b0b-4a19-9f9b-c62ec4c63a56,HYD,VNS,QP,HIST-000,Economy,4160.00,INR,2023-02-13,14,0,2,7,false,false,50,2023-01-30 00:00:00+00,false
01c2553e-134d-4fda-a666-439c43a80d25,RPR,GOI,G8,HIST-000,Economy,9303.00,INR,2024-02-06,14,1,2,6,false,false,50,2024-01-23 00:00:00+00,false
01c3f818-6ed6-4a0b-89a0-4c201852b496,IDR,JAI,QP,HIST-000,Economy,7340.00,INR,2025-12-11,14,3,12,50,false,false,50,2025-11-27 00:00:00+00,false
01ce58c4-fa38-463e-9c45-8b04ad861827,DEL,HYD,6E,HIST-000,Economy,5701.00,INR,2025-09-01,14,0,9,36,false,false,50,2025-08-18 00:00:00+00,false
01d22d93-398c-45df-a0e2-674d472d99fc,GAU,HYD,AI,HIST-000,Economy,11796.00,INR,2023-03-12,14,6,3,10,false,true,50,2023-02-26 00:00:00+00,false
01dfdbc3-fe9a-4568-a47a-74178b202f48,DEL,BBI,AI,AI-1747,ECONOMY,6687.00,INR,2026-04-19,15,6,4,16,false,true,9,2026-04-04 22:06:58.579521+00,true
01e51c40-dff0-4c5a-aa78-3b41044dc02f,LKO,BBI,6E,HIST-000,Economy,4728.00,INR,2025-08-07,14,3,8,32,false,false,50,2025-07-24 00:00:00+00,false
01f7cfc0-0b65-4ab6-87ab-0aa88a7896a9,NAG,MAA,G8,HIST-000,Economy,8180.00,INR,2023-09-27,14,2,9,39,false,false,50,2023-09-13 00:00:00+00,false
01f8b4e2-38c9-41e7-aa3d-c3971567912d,CCU,RPR,2T,HIST-000,Economy,5280.00,INR,2025-07-05,14,5,7,27,false,true,50,2025-06-21 00:00:00+00,false
01fe3759-e72b-4c20-8c0e-ab70cfcdf359,CCU,BOM,S5,HIST-000,Economy,4785.00,INR,2023-05-19,14,4,5,20,false,false,50,2023-05-05 00:00:00+00,false
0214a0b2-b373-4f38-a663-2c6c6bbb940d,JAI,STV,9I,HIST-000,Economy,8842.00,INR,2024-04-16,14,1,4,16,false,false,50,2024-04-02 00:00:00+00,false
02184aee-e18d-4cca-81ea-4ed3495fcfd5,AMD,PNQ,S5,HIST-000,Economy,11425.00,INR,2025-09-02,14,1,9,36,false,false,50,2025-08-19 00:00:00+00,false
021b179a-c111-4f21-b0a8-f7055e303c80,IDR,HYD,S5,HIST-000,Economy,4917.00,INR,2023-10-05,14,3,10,40,false,false,50,2023-09-21 00:00:00+00,false
021d2287-19b9-4815-b4f8-72c69b5dfb93,BOM,STV,9I,HIST-000,Economy,9403.00,INR,2023-07-09,14,6,7,27,false,true,50,2023-06-25 00:00:00+00,false
022922d0-9bc8-47ef-b378-5737e71129d2,VNS,PAT,9I,HIST-000,Economy,5481.00,INR,2025-01-27,14,0,1,5,false,false,50,2025-01-13 00:00:00+00,false
02296a44-ed69-4b3b-965d-698ea5d24225,PNQ,GAU,S5,HIST-000,Economy,8180.00,INR,2023-06-16,14,4,6,24,false,false,50,2023-06-02 00:00:00+00,false
022a11fc-2ea2-4709-a67f-927807cf2de5,VNS,MAA,2T,HIST-000,Economy,15276.00,INR,2025-09-19,14,4,9,38,false,false,50,2025-09-05 00:00:00+00,false
022e1e74-69a6-4fbc-b151-aedfc1247240,LKO,BBI,G8,HIST-000,Economy,14180.00,INR,2023-02-19,14,6,2,7,false,true,50,2023-02-05 00:00:00+00,false
023bf087-b1ae-43c3-8b2e-750c03c3a141,NAG,LKO,6E,HIST-000,Economy,2922.00,INR,2024-07-23,14,1,7,30,false,false,50,2024-07-09 00:00:00+00,false
0246dcf3-a2d8-43c4-a4d7-4f7a5e6e7a13,BBI,PAT,QP,HIST-000,Economy,7011.00,INR,2025-05-25,14,6,5,21,false,true,50,2025-05-11 00:00:00+00,false
024be56e-65a2-4a25-aecc-fc7b2ea6ed0d,IDR,PNQ,G8,HIST-000,Economy,8729.00,INR,2023-09-18,14,0,9,38,false,false,50,2023-09-04 00:00:00+00,false
025eada6-46fd-4e2f-8d71-74bb925c294f,PAT,CCU,9I,HIST-000,Economy,6329.00,INR,2024-12-08,14,6,12,49,false,true,50,2024-11-24 00:00:00+00,false
02643179-aaa5-4d19-8bd8-2cdce5a6e4a3,MAA,DEL,AI,AI-2838,ECONOMY,6453.90,INR,2026-04-07,3,1,4,15,false,false,9,2026-04-04 22:14:18.361814+00,true
026a0cd0-21b3-4ee2-96cc-5b99169c8c38,BLR,PNQ,2T,HIST-000,Economy,4152.00,INR,2024-07-10,14,2,7,28,false,false,50,2024-06-26 00:00:00+00,false
02734098-bdf2-49e2-a9b5-69cdf5f948b1,AMD,PNQ,6E,HIST-000,Economy,11155.00,INR,2025-04-08,14,1,4,15,false,false,50,2025-03-25 00:00:00+00,false
027439a2-78a0-4149-9ec3-0dead6b5a00b,RPR,IDR,I5,HIST-000,Economy,10979.00,INR,2025-07-02,14,2,7,27,false,false,50,2025-06-18 00:00:00+00,false
0274eeea-a7cb-4119-a004-c3f80c2b8866,GOI,MAA,SG,HIST-000,Economy,15829.00,INR,2025-12-13,14,5,12,50,false,true,50,2025-11-29 00:00:00+00,false
02808eba-2e3a-42da-83f1-4225208b7c8b,VNS,PAT,AI,HIST-000,Economy,13228.00,INR,2025-06-06,14,4,6,23,false,false,50,2025-05-23 00:00:00+00,false
0284d219-e467-441c-97ba-a1ba4e395c59,STV,BOM,SG,HIST-000,Economy,8387.00,INR,2025-06-09,14,0,6,24,false,false,50,2025-05-26 00:00:00+00,false
02866815-0095-4334-b1e0-85a46dadb553,IDR,PNQ,SG,HIST-000,Economy,12003.00,INR,2023-12-11,14,0,12,50,false,false,50,2023-11-27 00:00:00+00,false
028b22bb-7bf4-41db-acf0-f9a2483d6039,LKO,JAI,G8,HIST-000,Economy,9325.00,INR,2025-03-21,14,4,3,12,false,false,50,2025-03-07 00:00:00+00,false
029b3239-9a02-4f10-93a5-9c92595e900c,MAA,DEL,AI,AI-2526,ECONOMY,6642.90,INR,2026-04-26,22,6,4,17,false,true,9,2026-04-04 22:14:48.224551+00,true
029d4b11-c2eb-40dc-a9f8-bcb2a375a123,DEL,BBI,AI,AI-1744,ECONOMY,6687.00,INR,2026-04-12,8,6,4,15,false,true,9,2026-04-04 22:02:41.389138+00,true
02a2e09a-52dc-4d56-95ce-638250a98a92,RPR,DEL,I5,HIST-000,Economy,10371.00,INR,2025-06-17,14,1,6,25,false,false,50,2025-06-03 00:00:00+00,false
02a88d12-3777-409b-8442-75e983c7357d,HYD,STV,QP,HIST-000,Economy,7924.00,INR,2025-02-05,14,2,2,6,false,false,50,2025-01-22 00:00:00+00,false
02a97b58-8133-4168-a1c7-930203f45c58,RPR,VNS,G8,HIST-000,Economy,11644.00,INR,2025-12-01,14,0,12,49,false,false,50,2025-11-17 00:00:00+00,false
02ad7cf5-24a1-45bb-88c2-b3abd4336636,HYD,GAU,UK,HIST-000,Economy,17431.00,INR,2023-05-13,14,5,5,19,false,true,50,2023-04-29 00:00:00+00,false
02b23e78-ab34-4c78-b88b-08c491bccef3,NAG,JAI,2T,HIST-000,Economy,11558.00,INR,2025-04-10,14,3,4,15,false,false,50,2025-03-27 00:00:00+00,false
02bcc5c7-1130-4d25-8258-efe4ed745225,LKO,NAG,S5,HIST-000,Economy,7692.00,INR,2024-04-08,14,0,4,15,false,false,50,2024-03-25 00:00:00+00,false
02c41bf3-9184-40e6-a9ff-9d816f30b3aa,BOM,LKO,QP,HIST-000,Economy,6755.00,INR,2023-10-28,14,5,10,43,false,true,50,2023-10-14 00:00:00+00,false
02d4f7d2-ffa0-4f78-9f05-60d64bb4a73e,LKO,BBI,6E,HIST-000,Economy,7621.00,INR,2023-01-19,14,3,1,3,false,false,50,2023-01-05 00:00:00+00,false
02d82f5b-18e7-4c01-99fa-90e9c1d250b0,PAT,BBI,UK,HIST-000,Economy,7767.00,INR,2023-05-08,14,0,5,19,false,false,50,2023-04-24 00:00:00+00,false
03007785-7ca5-4b0f-9e77-95982cbc5315,PNQ,BOM,QP,HIST-000,Economy,17232.00,INR,2024-12-04,14,2,12,49,false,false,50,2024-11-20 00:00:00+00,false
031d3dd4-de09-4f7c-b169-794b0dd0959d,COK,BLR,AI,AI-9450,ECONOMY,10787.40,INR,2026-05-20,46,2,5,21,false,false,9,2026-04-04 22:16:36.590596+00,true
03262e3e-426a-411a-b53b-5cec07b108d9,RPR,IDR,I5,HIST-000,Economy,13751.00,INR,2025-07-10,14,3,7,28,false,false,50,2025-06-26 00:00:00+00,false
0326a9fd-c8a5-47eb-a9b9-ec3cfc2946c7,DEL,STV,9I,HIST-000,Economy,8123.00,INR,2025-07-26,14,5,7,30,false,true,50,2025-07-12 00:00:00+00,false
032772fd-4620-44cf-89cb-a88036b09b21,BBI,AMD,6E,HIST-000,Economy,7628.00,INR,2025-04-13,14,6,4,15,false,true,50,2025-03-30 00:00:00+00,false
032c66d7-07ae-41f8-bee8-7d5fe466ec85,BOM,IDR,QP,HIST-000,Economy,13250.00,INR,2025-03-07,14,4,3,10,false,false,50,2025-02-21 00:00:00+00,false
032df9a6-cac4-48e2-a713-87076fd2e629,HYD,RPR,I5,HIST-000,Economy,11098.00,INR,2025-04-13,14,6,4,15,false,true,50,2025-03-30 00:00:00+00,false
03302b12-c9f4-4746-ac81-becc2270ad70,VNS,PAT,9I,HIST-000,Economy,9498.00,INR,2024-10-10,14,3,10,41,false,false,50,2024-09-26 00:00:00+00,false
033bb531-76ec-45b1-938a-36629c82e2a7,DEL,PNQ,AI,AI-9816,ECONOMY,7687.80,INR,2026-04-12,8,6,4,15,false,true,9,2026-04-04 22:11:01.613744+00,true
033f2bd5-bfae-4b40-b94b-c44960be861c,AMD,LKO,SG,HIST-000,Economy,3264.00,INR,2024-03-21,14,3,3,12,false,false,50,2024-03-07 00:00:00+00,false
0341fe54-7c8a-4259-b007-ee766f96b2c5,GAU,NAG,QP,HIST-000,Economy,13490.00,INR,2025-09-08,14,0,9,37,false,false,50,2025-08-25 00:00:00+00,false
0343559a-bc28-4eec-90a1-ce9f92fa91ab,BLR,LKO,AI,HIST-000,Economy,8276.00,INR,2023-09-23,14,5,9,38,false,true,50,2023-09-09 00:00:00+00,false
034f911c-4791-4036-bc4d-19fed00d0fd8,GOI,STV,2T,HIST-000,Economy,9549.00,INR,2025-11-24,14,0,11,48,false,false,50,2025-11-10 00:00:00+00,false
035ca35f-36ea-471c-a468-1e5c3f2551d6,VNS,BBI,6E,HIST-000,Economy,9964.00,INR,2025-11-24,14,0,11,48,false,false,50,2025-11-10 00:00:00+00,false
0370bc5e-e7d7-4c1a-8eb7-bf44915dff6a,VNS,IDR,QP,HIST-000,Economy,8996.00,INR,2024-10-18,14,4,10,42,false,false,50,2024-10-04 00:00:00+00,false
0372fbb6-44af-404a-a80a-6edef1ac3bff,RPR,PNQ,I5,HIST-000,Economy,8860.00,INR,2025-05-18,14,6,5,20,false,true,50,2025-05-04 00:00:00+00,false
039bb779-029f-4975-908b-827d3f17246e,RPR,STV,I5,HIST-000,Economy,13632.00,INR,2025-06-21,14,5,6,25,false,true,50,2025-06-07 00:00:00+00,false
03b40485-a477-4011-bd68-010b93de3de6,CCU,PNQ,G8,HIST-000,Economy,13195.00,INR,2025-09-25,14,3,9,39,false,false,50,2025-09-11 00:00:00+00,false
03ba1d55-f6b9-49cb-bb0a-988439a3afdb,IDR,GAU,AI,HIST-000,Economy,11672.00,INR,2023-07-06,14,3,7,27,false,false,50,2023-06-22 00:00:00+00,false
03bb6848-61eb-4378-9dfe-57701ab58e6c,HYD,BBI,QP,HIST-000,Economy,8866.00,INR,2024-08-25,14,6,8,34,false,true,50,2024-08-11 00:00:00+00,false
03c1756d-204d-4d1c-ba69-24b72f0eee51,CCU,DEL,AI,AI-1863,ECONOMY,8007.30,INR,2026-04-26,22,6,4,17,false,true,9,2026-04-04 22:13:07.862608+00,true
03d2065d-1d53-4fa2-b56c-89f5fd8a2e87,DEL,GOX,AI,AI-9894,ECONOMY,12946.50,INR,2026-05-20,46,2,5,21,false,false,9,2026-04-04 22:07:22.606268+00,true
03fffee0-d675-4488-a113-5aa2491ead46,PAT,RPR,SG,HIST-000,Economy,9537.00,INR,2023-10-09,14,0,10,41,false,false,50,2023-09-25 00:00:00+00,false
0400313e-f2b0-40ac-84f7-b78d460b25fb,CCU,COK,AI,HIST-000,Economy,8993.00,INR,2023-12-22,14,4,12,51,false,false,50,2023-12-08 00:00:00+00,false
04041340-74e9-4fb9-802f-ade1d26a7871,DEL,HYD,I5,HIST-000,Economy,9180.00,INR,2023-06-01,14,3,6,22,false,false,50,2023-05-18 00:00:00+00,false
040a9ed9-5506-40f0-b151-70a8f7cf8985,BOM,MAA,I5,HIST-000,Economy,15062.00,INR,2023-03-13,14,0,3,11,false,false,50,2023-02-27 00:00:00+00,false
041fe730-ab27-40f7-ba18-c4c0a3976bca,BBI,GOI,9I,HIST-000,Economy,8749.00,INR,2025-06-05,14,3,6,23,false,false,50,2025-05-22 00:00:00+00,false
042589fe-5be6-4b10-9209-615912cd619d,COK,IDR,G8,HIST-000,Economy,4499.00,INR,2023-11-06,14,0,11,45,false,false,50,2023-10-23 00:00:00+00,false
042b6c78-ff45-46f5-8144-2275220c8135,STV,PAT,I5,HIST-000,Economy,9491.00,INR,2023-05-15,14,0,5,20,false,false,50,2023-05-01 00:00:00+00,false
043631e5-f50d-4a96-b6da-53752b95c172,HYD,DEL,UK,HIST-000,Economy,11153.00,INR,2023-06-17,14,5,6,24,false,true,50,2023-06-03 00:00:00+00,false
043ae97f-f446-4bbc-a179-f4c5bab9f9ed,IDR,PAT,SG,HIST-000,Economy,6342.00,INR,2024-07-16,14,1,7,29,false,false,50,2024-07-02 00:00:00+00,false
04785a99-8e15-4554-ab85-890b89e62d16,DEL,BOM,AI,AI-2451,ECONOMY,11441.70,INR,2026-04-07,3,1,4,15,false,false,9,2026-04-04 22:16:47.975444+00,true
047d9fc0-01a6-497a-9185-ae67d3bdbf78,STV,DEL,G8,HIST-000,Economy,13284.00,INR,2023-08-18,14,4,8,33,false,false,50,2023-08-04 00:00:00+00,false
04820d4e-3f22-4c59-a4a3-9d35ebc92cc9,BLR,IDR,6E,HIST-000,Economy,2799.00,INR,2023-02-18,14,5,2,7,false,true,50,2023-02-04 00:00:00+00,false
04853a43-9088-4979-b003-00bc077ba437,BBI,DEL,AI,AI-1814,ECONOMY,13772.70,INR,2026-05-20,46,2,5,21,false,false,9,2026-04-04 22:08:09.900389+00,true
0488da8a-a11d-468e-97e8-e068b915663e,BLR,DEL,AI,AI-2414,ECONOMY,8199.00,INR,2026-04-19,15,6,4,16,false,true,9,2026-04-04 22:12:06.796041+00,true
04a7ad71-91b0-4321-bc70-aace10a7edea,COK,HYD,9I,HIST-000,Economy,7985.00,INR,2025-01-14,14,1,1,3,false,false,50,2024-12-31 00:00:00+00,false
04b2a85c-3ba1-492f-87da-9f3dd33cf614,DEL,NAG,SG,HIST-000,Economy,8340.00,INR,2025-11-18,14,1,11,47,false,false,50,2025-11-04 00:00:00+00,false
04b9c62d-a016-4374-abdc-ecea2b5011e0,BBI,DEL,AI,AI-9469,ECONOMY,13368.60,INR,2026-04-07,3,1,4,15,false,false,9,2026-04-04 22:07:32.746665+00,true
04c31ba5-3acc-47ba-a209-84f010d7c69f,BLR,HYD,I5,HIST-000,Economy,7467.00,INR,2023-05-04,14,3,5,18,false,false,50,2023-04-20 00:00:00+00,false
04c4e1f9-8725-4d27-bf09-3308039acde7,GAU,DEL,SG,HIST-000,Economy,14417.00,INR,2024-02-07,14,2,2,6,false,false,50,2024-01-24 00:00:00+00,false
04c6bc5c-5b6e-45fa-b2c4-def2216af7cf,AMD,LKO,S5,HIST-000,Economy,13478.00,INR,2023-02-13,14,0,2,7,false,false,50,2023-01-30 00:00:00+00,false
04db98e5-c280-4f80-8eaf-93518fca93ee,BLR,DEL,AI,AI-2758,ECONOMY,8482.50,INR,2026-04-19,15,6,4,16,false,true,9,2026-04-04 22:12:07.422669+00,true
04e39de4-b921-40a9-b51e-2f78bc9f74be,BOM,NAG,G8,HIST-000,Economy,8284.00,INR,2023-08-25,14,4,8,34,false,false,50,2023-08-11 00:00:00+00,false
04e6004a-a631-4276-a684-0b36fcd328bf,STV,COK,SG,HIST-000,Economy,8054.00,INR,2025-08-19,14,1,8,34,false,false,50,2025-08-05 00:00:00+00,false
04e8a307-c39b-46b3-8351-278eab63b904,MAA,GAU,AI,AI-9789,ECONOMY,7642.80,INR,2026-04-12,8,6,4,15,false,true,9,2026-04-04 22:14:30.151089+00,true
04e9e6af-63f9-443b-9a87-2458750e047d,HYD,PAT,6E,HIST-000,Economy,6182.00,INR,2025-12-12,14,4,12,50,false,false,50,2025-11-28 00:00:00+00,false
04eeeb71-4153-4965-ad56-28967e636d08,GAU,HYD,UK,HIST-000,Economy,6180.00,INR,2024-09-18,14,2,9,38,false,false,50,2024-09-04 00:00:00+00,false
04f2672a-249e-451f-978e-0c0141c3006e,BOM,CCU,AI,HIST-000,Economy,10199.00,INR,2023-09-05,14,1,9,36,false,false,50,2023-08-22 00:00:00+00,false
04f4c809-6fa7-462b-b0f8-b0fa52bba536,GOI,MAA,6E,HIST-000,Economy,12780.00,INR,2024-10-17,14,3,10,42,false,false,50,2024-10-03 00:00:00+00,false
04fb6732-659b-4e6a-b558-bf79f944cc76,BBI,DEL,AI,AI-1847,ECONOMY,14717.70,INR,2026-04-19,15,6,4,16,false,true,9,2026-04-04 22:07:51.07882+00,true
04fdc002-0f31-4f73-81a8-7a8eaf286363,PNQ,MAA,6E,HIST-000,Economy,5429.00,INR,2023-05-04,14,3,5,18,false,false,50,2023-04-20 00:00:00+00,false
050e72aa-b532-4cc0-a841-e27aa882c288,DEL,BBI,UK,HIST-000,Economy,3675.00,INR,2024-06-14,14,4,6,24,false,false,50,2024-05-31 00:00:00+00,false
05116c55-8752-43b2-aff7-dbb25f8aaf00,HYD,DEL,QP,HIST-000,Economy,12655.00,INR,2025-06-21,14,5,6,25,false,true,50,2025-06-07 00:00:00+00,false
0519fcc4-6501-47d6-afda-9e6a5043f4c9,CCU,GOI,I5,HIST-000,Economy,6546.00,INR,2023-02-02,14,3,2,5,false,false,50,2023-01-19 00:00:00+00,false
051f2694-ba8a-4c70-b9b6-55ac40d283df,GOI,PNQ,SG,HIST-000,Economy,8565.00,INR,2025-01-08,14,2,1,2,false,false,50,2024-12-25 00:00:00+00,false
052a8c4a-8e66-4130-88d4-585c5bcfadba,JAI,GOI,I5,HIST-000,Economy,9856.00,INR,2025-08-08,14,4,8,32,false,false,50,2025-07-25 00:00:00+00,false
